17.820067 ,83.343629,20
17.820067 ,83.343629,20
17.820067 ,83.343629,20
17.820067 ,83.343629,20
17.820067 ,83.343629,20
17.820077 ,83.343629,20
17.820077 ,83.343639,20
17.820077 ,83.343650,20
17.820077 ,83.343660,20
17.820077 ,83.343660,20
17.820047 ,83.343681,20
17.820027 ,83.343712,20
17.820027 ,83.343712,20
17.820027 ,83.343712,20
17.820027 ,83.343712,20
17.820027 ,83.343712,20
17.820027 ,83.343712,20
17.820027 ,83.343712,20
17.820027 ,83.343712,20
17.820027 ,83.343712,20
17.820027 ,83.343712,20
17.820027 ,83.343712,20
17.820027 ,83.343712,20
17.820027 ,83.343712,20
17.820027 ,83.343712,20
17.820027 ,83.343712,20
17.820027 ,83.343712,20
17.820027 ,83.343712,20
17.820027 ,83.343712,20
17.820027 ,83.343712,20
17.820027 ,83.343712,20
17.820027 ,83.343712,20
17.820027 ,83.343712,20
17.820027 ,83.343712,20
17.820027 ,83.343712,20
17.820027 ,83.343712,20
17.820027 ,83.343712,20
17.820027 ,83.343712,20
17.820027 ,83.343733,20
17.820007 ,83.343743,20
17.820007 ,83.343743,20
17.820007 ,83.343743,20
17.820007 ,83.343743,20
17.820007 ,83.343743,20
17.820007 ,83.343743,20
17.820007 ,83.343743,20
17.820007 ,83.343743,20
17.820007 ,83.343743,20
17.820007 ,83.343743,20
17.820007 ,83.343743,20
17.820007 ,83.343743,20
17.819998 ,83.343754,20
17.819968 ,83.343785,20
17.819968 ,83.343785,20
17.819968 ,83.343785,20
17.819968 ,83.343785,20
17.819968 ,83.343785,20
17.819948 ,83.343806,20
17.819948 ,83.343806,20
17.819948 ,83.343806,20
17.819948 ,83.343806,20
17.819948 ,83.343806,20
17.819948 ,83.343806,20
17.819948 ,83.343806,20
17.819948 ,83.343806,20
17.819948 ,83.343806,20
17.819948 ,83.343806,20
17.819948 ,83.343806,20
17.819938 ,83.343827,20
17.819938 ,83.343827,20
17.819938 ,83.343827,20
17.819938 ,83.343827,20
17.819938 ,83.343848,20
17.819938 ,83.343848,20
17.819938 ,83.343848,20
17.819938 ,83.343848,20
17.819938 ,83.343848,20
17.819938 ,83.343848,20
17.819938 ,83.343848,20
17.819938 ,83.343848,20
17.819938 ,83.343848,20
17.819938 ,83.343848,20
17.819938 ,83.343848,20
17.819938 ,83.343848,20
17.819938 ,83.343848,20
17.819938 ,83.343879,20
17.819918 ,83.343889,20
17.819918 ,83.343900,20
17.819918 ,83.343900,20
17.819918 ,83.343900,20
17.819909 ,83.343920,20
17.819909 ,83.343931,20
17.819889 ,83.343952,20
17.819889 ,83.343972,20
17.819889 ,83.343972,20
17.819889 ,83.343993,20
17.819889 ,83.343993,20
17.819889 ,83.344014,20
17.819889 ,83.344014,20
17.819879 ,83.344014,20
17.819879 ,83.344014,20
17.819879 ,83.344014,20
17.819879 ,83.344014,20
17.819869 ,83.344045,20
17.819869 ,83.344045,20
17.819849 ,83.344045,20
17.819849 ,83.344045,20
17.819849 ,83.344066,20
17.819839 ,83.344097,20
17.819839 ,83.344097,20
17.819839 ,83.344097,20
17.819839 ,83.344129,20
17.819829 ,83.344139,20
17.819829 ,83.344139,20
17.819829 ,83.344139,20
17.819829 ,83.344139,20
17.819829 ,83.344139,20
17.819829 ,83.344160,20
17.819829 ,83.344160,20
17.819829 ,83.344160,20
17.819829 ,83.344160,20
17.819829 ,83.344160,20
17.819829 ,83.344160,20
17.819829 ,83.344160,20
17.819829 ,83.344160,20
17.819829 ,83.344160,20
17.819819 ,83.344170,20
17.819819 ,83.344170,20
17.819819 ,83.344170,20
17.819819 ,83.344170,20
17.819819 ,83.344212,20
17.819819 ,83.344212,20
17.819819 ,83.344233,20
17.819819 ,83.344233,20
17.819819 ,83.344233,20
17.819819 ,83.344253,20
17.819819 ,83.344253,20
17.819819 ,83.344253,20
17.819819 ,83.344253,20
17.819819 ,83.344253,20
17.819819 ,83.344253,20
17.819819 ,83.344253,20
17.819819 ,83.344253,20
17.819819 ,83.344253,20
17.819819 ,83.344253,20
17.819819 ,83.344264,20
17.819819 ,83.344274,20
17.819810 ,83.344295,20
17.819810 ,83.344295,20
17.819810 ,83.344295,20
17.819790 ,83.344316,20
17.819790 ,83.344316,20
17.819790 ,83.344347,20
17.819790 ,83.344347,20
17.819790 ,83.344347,20
17.819790 ,83.344347,20
17.819790 ,83.344347,20
17.819790 ,83.344347,20
17.819790 ,83.344347,20
17.819790 ,83.344357,20
17.819790 ,83.344357,20
17.819790 ,83.344389,20
17.819790 ,83.344389,20
17.819790 ,83.344399,20
17.819790 ,83.344420,20
17.819790 ,83.344430,20
17.819790 ,83.344441,20
17.819790 ,83.344441,20
17.819790 ,83.344441,20
17.819790 ,83.344441,20
17.819780 ,83.344493,20
17.819780 ,83.344493,20
17.819780 ,83.344514,20
17.819780 ,83.344524,20
17.819780 ,83.344524,20
17.819780 ,83.344524,20
17.819780 ,83.344524,20
17.819780 ,83.344545,20
17.819780 ,83.344555,20
17.819780 ,83.344555,20
17.819780 ,83.344555,20
17.819780 ,83.344566,20
17.819780 ,83.344586,20
17.819770 ,83.344607,20
17.819770 ,83.344628,20
17.819760 ,83.344649,20
17.819760 ,83.344649,20
17.819760 ,83.344649,20
17.819760 ,83.344659,20
17.819760 ,83.344659,20
17.819760 ,83.344680,20
17.819760 ,83.344680,20
17.819750 ,83.344701,20
17.819750 ,83.344722,20
17.819750 ,83.344732,20
17.819750 ,83.344732,20
17.819750 ,83.344732,20
17.819750 ,83.344763,20
17.819750 ,83.344763,20
17.819750 ,83.344774,20
17.819750 ,83.344784,20
17.819750 ,83.344795,20
17.819750 ,83.344795,20
17.819750 ,83.344795,20
17.819750 ,83.344795,20
17.819750 ,83.344795,20
17.819750 ,83.344795,20
17.819750 ,83.344795,20
17.819750 ,83.344795,20
17.819750 ,83.344795,20
17.819750 ,83.344795,20
17.819750 ,83.344795,20
17.819750 ,83.344795,20
17.819750 ,83.344795,20
17.819750 ,83.344795,20
17.819750 ,83.344795,20
17.819750 ,83.344795,20
17.819750 ,83.344795,20
17.819750 ,83.344795,20
17.819750 ,83.344795,20
17.819750 ,83.344795,20
17.819750 ,83.344826,20
17.819750 ,83.344826,20
17.819750 ,83.344847,20
